StudentID,Subject,Term,Grade
S0210,Science,Q2,C
S0210,Science,Q3,D
S0210,Science,Q4,F
S0210,History,Q1,F
S0210,History,Q2,D
S0210,History,Q3,B
S0210,History,Q4,A
S0211,Math,Q1,B
S0211,Math,Q2,A
S0211,Math,Q3,C
S0211,Math,Q4,F
S0211,English,Q1,D
S0211,English,Q2,A
S0211,English,Q3,A
S0211,English,Q4,B
S0211,Science,Q1,D
S0211,Science,Q2,C
S0211,Science,Q3,B
S0211,Science,Q4,C
S0211,History,Q1,D
S0211,History,Q2,D
S0211,History,Q3,C
S0211,History,Q4,A
S0212,Math,Q1,C
S0212,Math,Q2,C
S0212,Math,Q3,B
S0212,Math,Q4,D
S0212,English,Q1,A
S0212,English,Q2,F
S0212,English,Q3,D
S0212,English,Q4,C
S0212,Science,Q1,C
S0212,Science,Q2,B
S0212,Science,Q3,A
S0212,Science,Q4,C
S0212,History,Q1,C
S0212,History,Q2,F
S0212,History,Q3,C
S0212,History,Q4,C
S0213,Math,Q1,A
S0213,Math,Q2,F
S0213,Math,Q3,A
S0213,Math,Q4,A
S0213,English,Q1,B
S0213,English,Q2,F
S0213,English,Q3,A
S0213,English,Q4,D
S0213,Science,Q1,F
S0213,Science,Q2,C
S0213,Science,Q3,C
S0213,Science,Q4,D
S0213,History,Q1,B
S0213,History,Q2,C
S0213,History,Q3,D
S0213,History,Q4,C
S0214,Math,Q1,B
S0214,Math,Q2,D
S0214,Math,Q3,B
S0214,Math,Q4,F
S0214,English,Q1,C
S0214,English,Q2,B
S0214,English,Q3,D
S0214,English,Q4,A
S0214,Science,Q1,A
S0214,Science,Q2,F
S0214,Science,Q3,A
S0214,Science,Q4,F
S0214,History,Q1,F
S0214,History,Q2,B
S0214,History,Q3,C
S0214,History,Q4,C
S0215,Math,Q1,A
S0215,Math,Q2,F
S0215,Math,Q3,A
S0215,Math,Q4,C
S0215,English,Q1,D
S0215,English,Q2,C
S0215,English,Q3,D
S0215,English,Q4,A
S0215,Science,Q1,B
S0215,Science,Q2,B
S0215,Science,Q3,D
S0215,Science,Q4,A
S0215,History,Q1,D
S0215,History,Q2,C
S0215,History,Q3,A
S0215,History,Q4,D
S0216,Math,Q1,A
S0216,Math,Q2,D
S0216,Math,Q3,A
S0216,Math,Q4,B
S0216,English,Q1,B
S0216,English,Q2,C
S0216,English,Q3,B
S0216,English,Q4,C
S0216,Science,Q1,C
S0216,Science,Q2,B
S0216,Science,Q3,A
S0216,Science,Q4,B
S0216,History,Q1,C
S0216,History,Q2,A
S0216,History,Q3,D
S0216,History,Q4,D
S0217,Math,Q1,B
S0217,Math,Q2,B
S0217,Math,Q3,F
S0217,Math,Q4,A
S0217,English,Q1,F
S0217,English,Q2,C
S0217,English,Q3,C
S0217,English,Q4,A
S0217,Science,Q1,D
S0217,Science,Q2,C
S0217,Science,Q3,C
S0217,Science,Q4,A
S0217,History,Q1,A
S0217,History,Q2,D
S0217,History,Q3,B
S0217,History,Q4,D
S0218,Math,Q1,F
S0218,Math,Q2,A
S0218,Math,Q3,C
S0218,Math,Q4,F
S0218,English,Q1,C
S0218,English,Q2,F
S0218,English,Q3,B
S0218,English,Q4,F
S0218,Science,Q1,A
S0218,Science,Q2,D
S0218,Science,Q3,B
S0218,Science,Q4,F
S0218,History,Q1,B
S0218,History,Q2,B
S0218,History,Q3,F
S0218,History,Q4,D
S0219,Math,Q1,F
S0219,Math,Q2,A
S0219,Math,Q3,A
S0219,Math,Q4,F
S0219,English,Q1,B
S0219,English,Q2,F
S0219,English,Q3,D
S0219,English,Q4,C
S0219,Science,Q1,D
S0219,Science,Q2,A
S0219,Science,Q3,B
S0219,Science,Q4,A
S0219,History,Q1,D
S0219,History,Q2,C
S0219,History,Q3,D
S0219,History,Q4,C
S0220,Math,Q1,D
S0220,Math,Q2,D
S0220,Math,Q3,D
S0220,Math,Q4,C
S0220,English,Q1,D
S0220,English,Q2,F
S0220,English,Q3,C
S0220,English,Q4,D
S0220,Science,Q1,B
S0220,Science,Q2,C
S0220,Science,Q3,A
S0220,Science,Q4,F
S0220,History,Q1,C
S0220,History,Q2,C
S0220,History,Q3,A
S0220,History,Q4,A
S0221,Math,Q1,C
S0221,Math,Q2,B
S0221,Math,Q3,F
S0221,Math,Q4,F
S0221,English,Q1,F
S0221,English,Q2,B
S0221,English,Q3,C
S0221,English,Q4,D
S0221,Science,Q1,A
S0221,Science,Q2,F
S0221,Science,Q3,F
S0221,Science,Q4,B
S0221,History,Q1,F
S0221,History,Q2,D
S0221,History,Q3,A
S0221,History,Q4,A
S0222,Math,Q1,B
S0222,Math,Q2,F
S0222,Math,Q3,C
S0222,Math,Q4,C
S0222,English,Q1,A
S0222,English,Q2,C
S0222,English,Q3,B
S0222,English,Q4,F
S0222,Science,Q1,B
S0222,Science,Q2,C
S0222,Science,Q3,C
S0222,Science,Q4,B
S0222,History,Q1,A
S0222,History,Q2,B
S0222,History,Q3,B
S0222,History,Q4,F
S0223,Math,Q1,D
S0223,Math,Q2,C
S0223,Math,Q3,F
S0223,Math,Q4,A
S0223,English,Q1,F
S0223,English,Q2,A
S0223,English,Q3,F
S0223,English,Q4,F
S0223,Science,Q1,A
S0223,Science,Q2,C
S0223,Science,Q3,B
S0223,Science,Q4,F
S0223,History,Q1,B
S0223,History,Q2,F
S0223,History,Q3,A
S0223,History,Q4,C
S0224,Math,Q1,B
S0224,Math,Q2,A
S0224,Math,Q3,D
S0224,Math,Q4,D
S0224,English,Q1,B
S0224,English,Q2,A
S0224,English,Q3,F
S0224,English,Q4,B
S0224,Science,Q1,A
S0224,Science,Q2,B
S0224,Science,Q3,F
S0224,Science,Q4,F
S0224,History,Q1,C
S0224,History,Q2,A
S0224,History,Q3,A
S0224,History,Q4,D
S0225,Math,Q1,D
S0225,Math,Q2,D
S0225,Math,Q3,D
S0225,Math,Q4,F
S0225,English,Q1,B
S0225,English,Q2,A
S0225,English,Q3,F
S0225,English,Q4,A
S0225,Science,Q1,A
S0225,Science,Q2,C
S0225,Science,Q3,A
S0225,Science,Q4,D
S0225,History,Q1,A
S0225,History,Q2,F
S0225,History,Q3,D
S0225,History,Q4,A
S0226,Math,Q1,F
S0226,Math,Q2,C
S0226,Math,Q3,D
S0226,Math,Q4,C
S0226,English,Q1,C
S0226,English,Q2,C
S0226,English,Q3,C
S0226,English,Q4,A
S0226,Science,Q1,D
S0226,Science,Q2,F
S0226,Science,Q3,A
S0226,Science,Q4,C
S0226,History,Q1,B
S0226,History,Q2,F
S0226,History,Q3,D
S0226,History,Q4,D
S0227,Math,Q1,D
S0227,Math,Q2,B
S0227,Math,Q3,F
S0227,Math,Q4,C
S0227,English,Q1,B
S0227,English,Q2,A
S0227,English,Q3,C
S0227,English,Q4,C
S0227,Science,Q1,D
S0227,Science,Q2,D
S0227,Science,Q3,D
S0227,Science,Q4,F
S0227,History,Q1,C
S0227,History,Q2,F
S0227,History,Q3,D
S0227,History,Q4,F
S0228,Math,Q1,B
S0228,Math,Q2,F
S0228,Math,Q3,D
S0228,Math,Q4,B
S0228,English,Q1,D
S0228,English,Q2,B
S0228,English,Q3,B
S0228,English,Q4,D
S0228,Science,Q1,B
S0228,Science,Q2,B
S0228,Science,Q3,C
S0228,Science,Q4,B
S0228,History,Q1,D
S0228,History,Q2,A
S0228,History,Q3,B
S0228,History,Q4,F
S0229,Math,Q1,A
S0229,Math,Q2,F
S0229,Math,Q3,A
S0229,Math,Q4,C
S0229,English,Q1,D
S0229,English,Q2,D
S0229,English,Q3,C
S0229,English,Q4,A
S0229,Science,Q1,C
S0229,Science,Q2,A
S0229,Science,Q3,B
S0229,Science,Q4,C
S0229,History,Q1,B
S0229,History,Q2,A
S0229,History,Q3,D
S0229,History,Q4,D
S0230,Math,Q1,F
S0230,Math,Q2,B
S0230,Math,Q3,B
S0230,Math,Q4,F
S0230,English,Q1,F
S0230,English,Q2,D
S0230,English,Q3,D
S0230,English,Q4,F
S0230,Science,Q1,A
S0230,Science,Q2,D
S0230,Science,Q3,A
S0230,Science,Q4,C
S0230,History,Q1,A
S0230,History,Q2,F
S0230,History,Q3,A
S0230,History,Q4,D
S0231,Math,Q1,A
S0231,Math,Q2,B
S0231,Math,Q3,C
S0231,Math,Q4,B
S0231,English,Q1,B
S0231,English,Q2,D
S0231,English,Q3,B
S0231,English,Q4,D
S0231,Science,Q1,C
S0231,Science,Q2,B
S0231,Science,Q3,D
S0231,Science,Q4,B
S0231,History,Q1,F
S0231,History,Q2,A
S0231,History,Q3,A
S0231,History,Q4,B
S0232,Math,Q1,A
S0232,Math,Q2,F
S0232,Math,Q3,C
S0232,Math,Q4,B
S0232,English,Q1,C
S0232,English,Q2,A
S0232,English,Q3,B
S0232,English,Q4,C
S0232,Science,Q1,D
S0232,Science,Q2,A
S0232,Science,Q3,D
S0232,Science,Q4,F
S0232,History,Q1,B
S0232,History,Q2,D
S0232,History,Q3,A
S0232,History,Q4,A
S0233,Math,Q1,A
S0233,Math,Q2,C
S0233,Math,Q3,D
S0233,Math,Q4,D
S0233,English,Q1,B
S0233,English,Q2,A
S0233,English,Q3,D
S0233,English,Q4,B
S0233,Science,Q1,C
S0233,Science,Q2,D
S0233,Science,Q3,F
S0233,Science,Q4,D
S0233,History,Q1,B
S0233,History,Q2,C
S0233,History,Q3,C
S0233,History,Q4,A
S0234,Math,Q1,C
S0234,Math,Q2,C
S0234,Math,Q3,C
S0234,Math,Q4,D
S0234,English,Q1,C
S0234,English,Q2,D
S0234,English,Q3,B
S0234,English,Q4,A
S0234,Science,Q1,A
S0234,Science,Q2,D
S0234,Science,Q3,F
S0234,Science,Q4,F
S0234,History,Q1,C
S0234,History,Q2,F
S0234,History,Q3,B
S0234,History,Q4,D
S0235,Math,Q1,D
S0235,Math,Q2,B
S0235,Math,Q3,D
S0235,Math,Q4,A
S0235,English,Q1,A
S0235,English,Q2,F
S0235,English,Q3,F
S0235,English,Q4,F
S0235,Science,Q1,C
S0235,Science,Q2,B
S0235,Science,Q3,F
S0235,Science,Q4,B
S0235,History,Q1,A
S0235,History,Q2,A
S0235,History,Q3,C
S0235,History,Q4,F
S0236,Math,Q1,C
S0236,Math,Q2,D
S0236,Math,Q3,F
S0236,Math,Q4,A
S0236,English,Q1,D
S0236,English,Q2,C
S0236,English,Q3,D
S0236,English,Q4,A
S0236,Science,Q1,F
S0236,Science,Q2,F
S0236,Science,Q3,A
S0236,Science,Q4,C
S0236,History,Q1,A
S0236,History,Q2,F
S0236,History,Q3,F
S0236,History,Q4,A
S0237,Math,Q1,B
S0237,Math,Q2,C
S0237,Math,Q3,C
S0237,Math,Q4,D
S0237,English,Q1,B
S0237,English,Q2,F
S0237,English,Q3,F
S0237,English,Q4,B
S0237,Science,Q1,D
S0237,Science,Q2,A
S0237,Science,Q3,D
S0237,Science,Q4,B
S0237,History,Q1,C
S0237,History,Q2,D
S0237,History,Q3,A
S0237,History,Q4,F
S0238,Math,Q1,D
S0238,Math,Q2,B
S0238,Math,Q3,D
S0238,Math,Q4,B
S0238,English,Q1,A
S0238,English,Q2,C
S0238,English,Q3,F
S0238,English,Q4,B
S0238,Science,Q1,A
S0238,Science,Q2,F
S0238,Science,Q3,A
S0238,Science,Q4,B
S0238,History,Q1,D
S0238,History,Q2,B
S0238,History,Q3,B
S0238,History,Q4,F
S0239,Math,Q1,B
S0239,Math,Q2,F
S0239,Math,Q3,A
S0239,Math,Q4,C
S0239,English,Q1,C
S0239,English,Q2,A
S0239,English,Q3,B
S0239,English,Q4,A
S0239,Science,Q1,F
S0239,Science,Q2,B
S0239,Science,Q3,C
S0239,Science,Q4,F
S0239,History,Q1,A
S0239,History,Q2,A
S0239,History,Q3,D
S0239,History,Q4,C
S0240,Math,Q1,D
S0240,Math,Q2,D
S0240,Math,Q3,C
S0240,Math,Q4,F
S0240,English,Q1,B
S0240,English,Q2,D
S0240,English,Q3,B
S0240,English,Q4,F
S0240,Science,Q1,D
S0240,Science,Q2,F
S0240,Science,Q3,A
S0240,Science,Q4,B
S0240,History,Q1,B
S0240,History,Q2,D
S0240,History,Q3,B
S0240,History,Q4,B
S0241,Math,Q1,D
S0241,Math,Q2,F
S0241,Math,Q3,A
S0241,Math,Q4,F
S0241,English,Q1,A
S0241,English,Q2,C
S0241,English,Q3,C
S0241,English,Q4,B
S0241,Science,Q1,F
S0241,Science,Q2,B
S0241,Science,Q3,C
S0241,Science,Q4,F
S0241,History,Q1,F
S0241,History,Q2,B
S0241,History,Q3,A
S0241,History,Q4,B
S0242,Math,Q1,A
S0242,Math,Q2,B
S0242,Math,Q3,D
S0242,Math,Q4,D
S0242,English,Q1,A
S0242,English,Q2,D
S0242,English,Q3,A
S0242,English,Q4,B
S0242,Science,Q1,B
S0242,Science,Q2,F
S0242,Science,Q3,C
S0242,Science,Q4,A
S0242,History,Q1,D
S0242,History,Q2,F
S0242,History,Q3,D
S0242,History,Q4,D
S0243,Math,Q1,A
S0243,Math,Q2,B
S0243,Math,Q3,F
S0243,Math,Q4,D
S0243,English,Q1,C
S0243,English,Q2,F
S0243,English,Q3,A
S0243,English,Q4,D
S0243,Science,Q1,B
S0243,Science,Q2,D
S0243,Science,Q3,C
S0243,Science,Q4,F
S0243,History,Q1,F
S0243,History,Q2,A
S0243,History,Q3,A
S0243,History,Q4,C
S0244,Math,Q1,A
S0244,Math,Q2,B
S0244,Math,Q3,F
S0244,Math,Q4,A
S0244,English,Q1,D
S0244,English,Q2,D
S0244,English,Q3,F
S0244,English,Q4,A
S0244,Science,Q1,B
S0244,Science,Q2,F
S0244,Science,Q3,F
S0244,Science,Q4,B
S0244,History,Q1,D
S0244,History,Q2,F
S0244,History,Q3,B
S0244,History,Q4,F
S0245,Math,Q1,F
S0245,Math,Q2,C
S0245,Math,Q3,F
S0245,Math,Q4,B
S0245,English,Q1,A
S0245,English,Q2,F
S0245,English,Q3,B
S0245,English,Q4,B
S0245,Science,Q1,D
S0245,Science,Q2,F
S0245,Science,Q3,A
S0245,Science,Q4,C
S0245,History,Q1,D
S0245,History,Q2,F
S0245,History,Q3,C
S0245,History,Q4,B
S0246,Math,Q1,F
S0246,Math,Q2,C
S0246,Math,Q3,B
S0246,Math,Q4,D
S0246,English,Q1,F
S0246,English,Q2,F
S0246,English,Q3,B
S0246,English,Q4,B
S0246,Science,Q1,B
S0246,Science,Q2,A
S0246,Science,Q3,D
S0246,Science,Q4,B
S0246,History,Q1,C
S0246,History,Q2,F
S0246,History,Q3,D
S0246,History,Q4,A
S0247,Math,Q1,A
S0247,Math,Q2,C
S0247,Math,Q3,D
S0247,Math,Q4,B
S0247,English,Q1,B
S0247,English,Q2,A
S0247,English,Q3,D
S0247,English,Q4,D
S0247,Science,Q1,F
S0247,Science,Q2,A
S0247,Science,Q3,A
S0247,Science,Q4,F
S0247,History,Q1,C
S0247,History,Q2,D
S0247,History,Q3,D
S0247,History,Q4,A
S0248,Math,Q1,A
S0248,Math,Q2,C
S0248,Math,Q3,A
S0248,Math,Q4,B
S0248,English,Q1,F
S0248,English,Q2,A
S0248,English,Q3,C
S0248,English,Q4,C
S0248,Science,Q1,D
S0248,Science,Q2,A
S0248,Science,Q3,B
S0248,Science,Q4,A
S0248,History,Q1,F
S0248,History,Q2,B
S0248,History,Q3,D
S0248,History,Q4,B
S0249,Math,Q1,C
S0249,Math,Q2,F
S0249,Math,Q3,D
S0249,Math,Q4,C
S0249,English,Q1,F
S0249,English,Q2,C
S0249,English,Q3,D
S0249,English,Q4,B
S0249,Science,Q1,B
S0249,Science,Q2,D
S0249,Science,Q3,F
S0249,Science,Q4,F
S0249,History,Q1,D
S0249,History,Q2,A
S0249,History,Q3,D
S0249,History,Q4,B
S0250,Math,Q1,B
S0250,Math,Q2,D
S0250,Math,Q3,D
S0250,Math,Q4,D
S0250,English,Q1,A
S0250,English,Q2,D
S0250,English,Q3,B
S0250,English,Q4,F
S0250,Science,Q1,C
S0250,Science,Q2,A
S0250,Science,Q3,B
S0250,Science,Q4,D
S0250,History,Q1,F
S0250,History,Q2,F
S0250,History,Q3,F
S0250,History,Q4,A
